Subscribe date,Stagename,Project type,Property kind,Source of lead,Amount,Lost reason,Lost date,Won,Cout du lead
2019-02-12,Perdu,primary_residence,,,248,Perdu contre autre courtier,,,
2019-01-03,Perdu,primary_residence,,,58,A répondu mais ne répond plus (+5 appels),,,
2019-01-28,Perdu,primary_residence,,,194,N'a jamais répondu (+5 appels),,,
2019-01-25,Perdu,primary_residence,,,228,Perdu contre autre courtier,,,
2019-02-20,Perdu,primary_residence,,,143,Projet en recherche / Projet lointain,2019-04-04,,
2019-02-24,Perdu,primary_residence,old,,212,Perdu contre autre banque,2019-07-16,,
2019-01-04,Perdu,primary_residence,old,,169,N'a jamais répondu (+5 appels),2019-10-04,,
2019-01-04,Perdu,primary_residence,,,221,N'a jamais répondu (+5 appels),,,
2019-01-22,Gagné,primary_residence,old,,190,,,1,
2019-01-06,Perdu,primary_residence,,,98,Projet en recherche / Projet lointain,,,
2019-02-02,Perdu,primary_residence,,,141,Faux email & numéro,,,
2019-01-25,Perdu,primary_residence,,,184,Perdu contre autre courtier,,,
2019-03-14,Perdu,primary_residence,old,,75,A répondu mais ne répond plus (+5 appels),,,
2019-01-29,Perdu,primary_residence,,,178,Faux email & numéro,2019-03-20,,
2019-02-01,Perdu,primary_residence,,,130,Projet arrêté,,,
2019-03-18,Perdu,primary_residence,old,,90,Dossier non finançable,2019-03-28,,
2019-02-14,Perdu,rental_investment,,,163,N'a jamais répondu (+5 appels),,,
2019-03-13,Perdu,primary_residence,old,,225,Projet arrêté,2019-03-18,,
2019-02-05,Perdu,primary_residence,old,,95,Perdu contre autre banque,2019-03-26,,
2019-03-07,Perdu,primary_residence,old,,238,N'a jamais répondu (+5 appels),2019-03-15,,
2019-01-03,Perdu,primary_residence,,,94,Dossier non finançable,,,
2019-03-06,Perdu,primary_residence,old,,56,Projet en recherche / Projet lointain,2019-07-02,,
2019-02-11,Perdu,primary_residence,,,195,Projet arrêté,2019-05-29,,
2019-01-02,Perdu,rental_investment,,,232,N'a jamais répondu (+5 appels),,,
2019-01-17,Perdu,rental_investment,,,113,Ne souhaite pas faire ce dossier,,,
2019-01-06,Perdu,primary_residence,,,197,Perdu contre autre banque,2019-04-15,,
2019-02-22,Perdu,primary_residence,old,,60,Perdu contre autre banque,2019-07-04,,
2019-03-04,Perdu,primary_residence,old,,63,Projet en recherche / Projet lointain,2019-09-23,,
2019-01-03,Perdu,rental_investment,old,,220,Dossier non finançable,2019-06-14,,
2019-03-03,Perdu,primary_residence,new,,235,N'a jamais répondu (+5 appels),2019-08-21,,
2019-01-21,Gagné,primary_residence,old,,207,,,1,
2019-03-18,Perdu,primary_residence,old,,210,,2019-03-20,,
2019-02-28,Perdu,primary_residence,old,,129,N'a jamais répondu (+5 appels),2019-03-13,,
2019-02-12,Perdu,primary_residence,,,97,Perdu contre autre courtier,,,
2019-01-12,Perdu,primary_residence,,,144,Perdu contre autre banque,,,
2019-01-19,Perdu,rental_investment,,,93,Test,,,
2019-02-26,Perdu,primary_residence,new,,178,Dossier non finançable,,,
2019-02-04,Perdu,primary_residence,,,51,N'a jamais répondu (+5 appels),,,
2019-02-21,Gagné,primary_residence,VEFA,,91,,,1,
2019-01-30,Perdu,rental_investment,,,92,Ne souhaite pas faire ce dossier,,,
2019-01-03,Perdu,primary_residence,,,190,Projet en recherche / Projet lointain,,,
2019-02-04,Perdu,rental_investment,old,,190,A répondu mais ne répond plus (+5 appels),2019-09-04,,
2019-02-05,Perdu,primary_residence,,,203,N'a jamais répondu (+5 appels),2019-03-08,,
2019-01-09,Perdu,primary_residence,,,123,N'a jamais répondu (+5 appels),,,
2019-03-06,Perdu,rental_investment,old,,205,Perdu contre autre banque,2019-03-22,,
2019-02-15,Perdu,primary_residence,,,177,Projet en recherche / Projet lointain,,,
2019-02-16,Perdu,primary_residence,,,122,N'a jamais répondu (+5 appels),,,
2019-02-04,Perdu,primary_residence,,,147,Projet arrêté,,,
2019-01-29,Perdu,rental_investment,,,232,Perdu contre autre courtier,2019-03-27,,
2019-03-15,Perdu,primary_residence,old,,57,Perdu contre autre banque,2019-05-10,,
2019-01-03,Perdu,primary_residence,,,235,Test,,,
2019-01-16,Perdu,primary_residence,old,,52,A répondu mais ne répond plus (+5 appels),2019-06-11,,
2019-01-21,Perdu,primary_residence,,,225,N'a jamais répondu (+5 appels),,,
2019-01-22,Perdu,rental_investment,,,219,Perdu contre autre courtier,,,
2019-02-10,Perdu,primary_residence,,,70,Dossier non finançable,,,
2019-01-14,Perdu,primary_residence,,,145,A répondu mais ne répond plus (+5 appels),,,
2019-01-02,Perdu,primary_residence,,,108,N'a jamais répondu (+5 appels),,,
2019-03-27,Perdu,primary_residence,old,,56,Projet arrêté,2019-03-28,,
2019-02-15,Perdu,primary_residence,old,,236,Perdu contre autre courtier,2019-09-05,,
2019-01-10,Perdu,rental_investment,,,247,N'a jamais répondu (+5 appels),,,
2019-02-06,Perdu,primary_residence,,,89,Perdu contre autre banque,,,
2019-02-19,Perdu,primary_residence,old,,89,Perdu contre autre banque,,,
2019-01-26,Perdu,primary_residence,,,64,N'a jamais répondu (+5 appels),,,
2019-02-24,Perdu,secondary_residence,VEFA,,54,Dossier non finançable,2019-03-05,,
2019-01-26,Perdu,primary_residence,,,248,N'a jamais répondu (+5 appels),,,
2019-03-22,Gagné,primary_residence,old,,144,,2019-03-29,1,
2019-01-09,Perdu,primary_residence,,,98,Dossier non finançable,,,
2019-03-03,Perdu,primary_residence,old,,230,N'a jamais répondu (+5 appels),2019-03-13,,
2019-02-09,Perdu,rental_investment,old,,218,Dossier non finançable,2019-04-26,,
2019-03-16,Perdu,rental_investment,old,,123,A répondu mais ne répond plus (+5 appels),2019-05-17,,
2019-02-20,Gagné,rental_investment,old,,75,,,1,
2019-01-02,Perdu,primary_residence,,,193,Perdu contre autre courtier,,,
2019-01-11,Perdu,primary_residence,old,,60,A répondu mais ne répond plus (+5 appels),2019-06-20,,
2019-03-06,Perdu,rental_investment,construction,,196,N'a jamais répondu (+5 appels),2019-03-14,,
2019-01-31,Perdu,rental_investment,,,167,Faux email & numéro,,,
2019-03-11,Perdu,primary_residence,old,,112,Projet arrêté,2019-09-24,,
2019-01-29,Perdu,primary_residence,,,209,Test,2019-03-22,,
2019-01-15,Gagné,primary_residence,old,,190,,,1,
2019-02-20,Perdu,primary_residence,,,168,A répondu mais ne répond plus (+5 appels),2019-03-20,,
2019-01-14,Gagné,,old,,123,,,1,
2019-02-05,Perdu,primary_residence,,,226,Projet en recherche / Projet lointain,,,
2019-01-19,Perdu,primary_residence,,,186,Projet en recherche / Projet lointain,,,
2019-01-07,Perdu,primary_residence,,,134,N'a jamais répondu (+5 appels),,,
2019-02-02,Perdu,primary_residence,,,164,A répondu mais ne répond plus (+5 appels),2019-03-30,,
2019-02-21,Perdu,primary_residence,,,75,Test,2019-03-22,,
2019-02-15,Perdu,primary_residence,,,88,N'a jamais répondu (+5 appels),,,
2019-01-10,Perdu,primary_residence,,,116,A répondu mais ne répond plus (+5 appels),2019-06-03,,
2019-02-05,Perdu,primary_residence,,,78,Dossier non finançable,,,
2019-03-11,Perdu,primary_residence,old,,194,Faux email & numéro,2019-03-14,,
2019-01-20,Perdu,rental_investment,old,,238,Ne souhaite pas faire ce dossier,2019-05-24,,
2019-02-15,Perdu,primary_residence,,,184,Projet en recherche / Projet lointain,2019-05-13,,
2019-02-18,Perdu,rental_investment,old,,217,Test,2019-04-26,,
2019-03-11,Perdu,primary_residence,old,,185,Projet en recherche / Projet lointain,2019-09-24,,
2019-02-28,Perdu,secondary_residence,old,,176,Perdu contre autre banque,2019-03-23,,
2019-01-22,Perdu,primary_residence,,,229,N'a jamais répondu (+5 appels),,,
2019-02-21,Perdu,primary_residence,,,81,Client extrêmement difficile,,,
2019-01-29,Perdu,primary_residence,,,137,N'a jamais répondu (+5 appels),,,
2019-03-12,Perdu,primary_residence,old,,221,Ne souhaite pas faire ce dossier,2019-03-13,,
2019-02-23,Perdu,primary_residence,,,178,Perdu contre autre courtier,,,
2019-01-24,Perdu,primary_residence,,,233,Perdu contre autre courtier,,,
2019-03-25,Perdu,primary_residence,old,,225,Test,2019-09-17,,
2019-03-08,Perdu,primary_residence,old,,208,Perdu contre autre courtier,2019-06-05,,
2019-03-19,Perdu,primary_residence,old,,86,Projet en recherche / Projet lointain,2019-03-20,,
2019-02-06,Perdu,primary_residence,,,243,Perdu contre autre banque,,,
2019-01-11,Perdu,primary_residence,,,194,Projet en recherche / Projet lointain,2019-03-22,,
2019-01-29,Perdu,primary_residence,,,196,Test,,,
2019-03-25,Perdu,primary_residence,land_construction,,79,Perdu contre autre courtier,2019-04-03,,
2019-03-09,Perdu,primary_residence,new,,202,N'a jamais répondu (+5 appels),2019-03-29,,
2019-03-28,Perdu,primary_residence,old,,201,Perdu contre autre courtier,2019-04-04,,
2019-03-16,Perdu,primary_residence,old,,240,Projet en recherche / Projet lointain,2019-03-21,,
2019-01-29,Perdu,primary_residence,,,133,A répondu mais ne répond plus (+5 appels),2019-07-01,,
2019-02-11,Perdu,primary_residence,,,128,A répondu mais ne répond plus (+5 appels),,,
2019-03-19,Perdu,primary_residence,old,,118,Perdu contre autre courtier,2019-05-29,,
2019-01-12,Perdu,primary_residence,old,,98,A répondu mais ne répond plus (+5 appels),2019-04-29,,
2019-03-22,Perdu,primary_residence,old,,115,Perdu contre autre banque,2019-04-01,,
2019-02-23,Perdu,rental_investment,,,215,Dossier non finançable,,,
2019-02-19,Perdu,primary_residence,,,87,Dossier non finançable,,,
2019-03-13,Perdu,primary_residence,old,,79,N'a jamais répondu (+5 appels),2019-03-25,,
2019-01-04,Perdu,primary_residence,,,130,A répondu mais ne répond plus (+5 appels),,,
2019-03-19,Perdu,rental_investment,old,,148,Dossier non finançable,2019-03-22,,
2019-02-08,Perdu,rental_investment,old,,103,Dossier non finançable,2019-06-13,,
2019-02-16,Perdu,primary_residence,,,248,Projet arrêté,2019-06-18,,
2019-02-09,Perdu,primary_residence,,,174,Projet en recherche / Projet lointain,,,
2019-02-26,Perdu,rental_investment,old,,178,,,,
2019-03-25,Perdu,primary_residence,old,,221,A répondu mais ne répond plus (+5 appels),2019-05-06,,
2019-01-23,Perdu,rental_investment,,,235,Dossier non finançable,,,
2019-01-09,Perdu,primary_residence,,,101,Projet en recherche / Projet lointain,,,
2019-02-18,Perdu,primary_residence,,,183,Perdu contre autre banque,,,
2019-01-22,Perdu,rental_investment,,,180,Projet en recherche / Projet lointain,,,
2019-01-03,Perdu,rental_investment,,,173,A répondu mais ne répond plus (+5 appels),,,
2019-01-16,Perdu,rental_investment,,,234,Dossier non finançable,,,
2019-01-06,Perdu,primary_residence,,,100,N'a jamais répondu (+5 appels),,,
2019-03-29,Perdu,primary_residence,old,,169,A répondu mais ne répond plus (+5 appels),2019-05-02,,
2019-03-25,Perdu,primary_residence,old,,140,Projet arrêté,2019-04-24,,
2019-02-07,Perdu,primary_residence,,,91,Perdu contre autre courtier,2019-04-11,,
2019-02-07,Perdu,primary_residence,,,82,N'a jamais répondu (+5 appels),,,
2019-02-08,Perdu,primary_residence,,,55,Faux email & numéro,2019-03-22,,
2019-01-08,Perdu,primary_residence,,,57,A répondu mais ne répond plus (+5 appels),,,
2019-03-02,Perdu,rental_investment,VEFA,,227,Perdu contre autre banque,2019-03-25,,
2019-01-25,Perdu,primary_residence,,,146,Projet en recherche / Projet lointain,,,
2019-03-25,Perdu,primary_residence,old,,67,A répondu mais ne répond plus (+5 appels),2019-06-24,,
2019-03-12,Perdu,primary_residence,VEFA,,111,Dossier non finançable,2019-07-08,,
2019-01-10,Perdu,primary_residence,,,56,Perdu contre autre banque,,,
2019-03-14,Perdu,rental_investment,old,,161,N'a jamais répondu (+5 appels),2019-04-12,,
2019-03-11,Perdu,rental_investment,old,,102,Projet en recherche / Projet lointain,2019-05-13,,
2019-03-26,Perdu,rental_investment,old,,174,N'a jamais répondu (+5 appels),2019-07-05,,
2019-01-10,Perdu,rental_investment,,,221,Dossier non finançable,,,
2019-01-18,Perdu,primary_residence,,,250,Ne souhaite pas faire ce dossier,,,
2019-02-07,Gagné,secondary_residence,old,,249,,,1,
2019-02-01,Perdu,rental_investment,,,116,Faux email & numéro,,,
2019-02-13,Perdu,rental_investment,,,118,Perdu contre autre banque,2019-03-22,,
2019-02-18,Perdu,primary_residence,,,228,N'a jamais répondu (+5 appels),,,
2019-02-11,Perdu,primary_residence,,,51,Faux email & numéro,,,
2019-01-14,Perdu,secondary_residence,,,129,Ne souhaite pas faire ce dossier,2019-04-04,,
2019-03-13,Perdu,rental_investment,old,,240,Ne souhaite pas faire ce dossier,2019-04-01,,
2019-02-04,Perdu,primary_residence,,,218,Faux email & numéro,,,
2019-03-06,Perdu,rental_investment,old,,53,Dossier non finançable,2019-03-08,,
2019-01-18,Perdu,primary_residence,old,,104,A répondu mais ne répond plus (+5 appels),2019-04-25,,
2019-01-13,Perdu,rental_investment,,,196,Perdu contre autre banque,,,
2019-01-13,Perdu,primary_residence,,,168,N'a jamais répondu (+5 appels),,,
2019-01-04,Perdu,primary_residence,,,211,Dossier non finançable,,,
2019-01-24,Perdu,primary_residence,,,170,Ne souhaite pas faire ce dossier,,,
2019-03-11,Perdu,rental_investment,old,,95,Projet arrêté,2019-06-18,,
2019-01-16,Perdu,primary_residence,,,197,Projet en recherche / Projet lointain,,,
2019-03-01,Gagné,primary_residence,old,,172,,2019-03-13,1,
2019-03-18,Perdu,primary_residence,VEFA,,83,Perdu contre autre banque,2019-06-17,,
2019-01-30,Perdu,primary_residence,,,139,A répondu mais ne répond plus (+5 appels),2019-10-03,,
2019-01-23,Perdu,rental_investment,,,111,N'a jamais répondu (+5 appels),,,
2019-03-23,Perdu,primary_residence,old,,55,Perdu contre autre banque,2019-05-31,,
2019-02-20,Perdu,rental_investment,,,96,Dossier non finançable,,,
2019-01-30,Perdu,primary_residence,,,250,Faux email & numéro,,,
2019-03-13,Perdu,primary_residence,old,,130,Ne souhaite pas faire ce dossier,2019-03-18,,
2019-01-03,Perdu,primary_residence,old,,65,Projet en recherche / Projet lointain,2019-05-03,,
2019-03-17,Perdu,primary_residence,new,,188,N'a jamais répondu (+5 appels),2019-03-28,,
2019-02-15,Perdu,primary_residence,,,92,Dossier non finançable,,,
2019-02-03,Perdu,primary_residence,,,120,,2019-03-28,,
2019-03-18,Perdu,primary_residence,VEFA,,120,Test,2019-03-20,,
2019-01-30,Perdu,primary_residence,,,109,A répondu mais ne répond plus (+5 appels),,,
2019-03-11,Perdu,primary_residence,land_construction,,188,A répondu mais ne répond plus (+5 appels),2019-03-20,,
2019-02-11,Perdu,primary_residence,,,202,Projet arrêté,2019-04-03,,
2019-01-29,Perdu,primary_residence,,,154,Perdu contre autre banque,,,
2019-02-05,Perdu,primary_residence,,,234,Projet en recherche / Projet lointain,,,
2019-02-19,Gagné,primary_residence,old,,102,,,1,
2019-02-21,Perdu,primary_residence,,,118,N'a jamais répondu (+5 appels),2019-03-06,,
2019-02-10,Perdu,rental_investment,,,125,Projet arrêté,2019-05-03,,
2019-03-22,Perdu,primary_residence,new,,247,Dossier non finançable,2019-04-09,,
2019-03-16,Perdu,rental_investment,VEFA,,216,Perdu contre autre courtier,2019-05-24,,
2019-02-18,Perdu,primary_residence,old,,162,A répondu mais ne répond plus (+5 appels),,,
2019-01-15,Perdu,primary_residence,,,203,Test,,,
2019-03-11,Perdu,primary_residence,VEFA,,86,Projet en recherche / Projet lointain,2019-06-12,,
2019-01-20,Perdu,secondary_residence,,,204,N'a jamais répondu (+5 appels),,,
2019-01-31,Gagné,rental_investment,old,,88,,,1,
2019-02-20,Perdu,primary_residence,,,174,Test,,,
2019-01-29,Perdu,primary_residence,,,250,Dossier non finançable,,,
2019-03-28,Perdu,primary_residence,old,,60,Test,2019-03-29,,
2019-02-27,Perdu,primary_residence,old,,56,Projet en recherche / Projet lointain,2019-03-11,,
2019-03-10,Perdu,primary_residence,new,,83,Ne souhaite pas faire ce dossier,2019-05-06,,
2019-02-10,Perdu,primary_residence,,,56,Projet en recherche / Projet lointain,2019-07-01,,
2019-02-19,Perdu,primary_residence,,,86,Perdu contre autre courtier,2019-04-24,,
2019-01-02,Perdu,primary_residence,,,184,N'a jamais répondu (+5 appels),,,
2019-01-06,Perdu,primary_residence,,,66,A répondu mais ne répond plus (+5 appels),,,
2019-01-18,Perdu,primary_residence,,,183,A répondu mais ne répond plus (+5 appels),,,
2019-01-07,Perdu,primary_residence,,,96,N'a jamais répondu (+5 appels),,,
2019-03-12,Perdu,rental_investment,old,,144,A répondu mais ne répond plus (+5 appels),2019-06-11,,
2019-01-21,Perdu,primary_residence,,,70,Perdu contre autre banque,2019-03-20,,
2019-03-01,Perdu,primary_residence,new,,143,Perdu contre autre courtier,2019-06-26,,
2019-03-10,Perdu,primary_residence,old,,99,Dossier non finançable,2019-08-02,,
2019-02-14,Perdu,primary_residence,,,56,Perdu contre autre banque,,,
2019-02-07,Perdu,primary_residence,,,245,Projet en recherche / Projet lointain,2019-08-01,,
2019-01-15,Perdu,primary_residence,old,,179,A répondu mais ne répond plus (+5 appels),2019-07-01,,
2019-02-23,Perdu,primary_residence,,,66,Dossier non finançable,,,
2019-02-01,Perdu,primary_residence,,,227,Projet en recherche / Projet lointain,2019-09-17,,
2019-01-08,Perdu,primary_residence,,,123,N'a jamais répondu (+5 appels),,,
2019-01-05,Perdu,rental_investment,,,229,A répondu mais ne répond plus (+5 appels),,,
2019-01-09,Perdu,primary_residence,old,,171,Perdu contre autre banque,2019-04-09,,
2019-01-18,Perdu,primary_residence,,,159,Perdu contre autre courtier,,,
2019-02-19,Perdu,primary_residence,,,124,N'a jamais répondu (+5 appels),2019-04-12,,
2019-01-13,Perdu,primary_residence,,,117,Projet arrêté,2019-07-17,,
2019-02-26,Perdu,primary_residence,land_construction,,220,N'a jamais répondu (+5 appels),2019-04-03,,
2019-02-19,Perdu,primary_residence,,,70,Projet en recherche / Projet lointain,,,
2019-03-12,Perdu,rental_investment,old,,226,Dossier non finançable,2019-04-09,,
2019-01-15,Perdu,primary_residence,,,159,Perdu contre autre courtier,,,
2019-03-07,Perdu,primary_residence,old,,109,A répondu mais ne répond plus (+5 appels),2019-03-20,,
2019-03-23,Perdu,primary_residence,old,,218,Perdu contre autre courtier,2019-04-09,,
2019-03-08,Perdu,rental_investment,old,,230,Projet arrêté,2019-05-29,,
2019-01-27,Perdu,primary_residence,old,,109,A répondu mais ne répond plus (+5 appels),2019-05-10,,
2019-02-12,Perdu,primary_residence,,,50,N'a jamais répondu (+5 appels),,,
2019-02-05,Perdu,primary_residence,old,,52,Perdu contre autre banque,2019-06-04,,
2019-01-05,Perdu,primary_residence,,,128,A répondu mais ne répond plus (+5 appels),2019-04-01,,
2019-03-08,Perdu,primary_residence,old,,111,N'a jamais répondu (+5 appels),2019-03-28,,
2019-02-02,Perdu,primary_residence,,,178,Dossier non finançable,,,
2019-02-19,Perdu,rental_investment,,,145,Dossier non finançable,2019-03-07,,
2019-02-18,Perdu,primary_residence,old,,192,Perdu contre autre banque,2019-07-04,,
2019-03-02,Perdu,rental_investment,VEFA,,100,Perdu contre autre courtier,2019-03-12,,
2019-01-04,Perdu,primary_residence,,,240,Perdu contre autre courtier,,,
2019-01-26,Perdu,primary_residence,,,204,Projet arrêté,2019-03-14,,
2019-02-24,Perdu,primary_residence,old,,76,A répondu mais ne répond plus (+5 appels),2019-06-24,,
2019-03-13,Perdu,primary_residence,old,,77,A répondu mais ne répond plus (+5 appels),2019-05-22,,
2019-02-06,Perdu,primary_residence,,,81,N'a jamais répondu (+5 appels),,,
2019-02-05,Perdu,rental_investment,,,76,Projet arrêté,,,
2019-02-07,Perdu,primary_residence,,,111,Faux email & numéro,,,
2019-01-23,Perdu,primary_residence,,,164,N'a jamais répondu (+5 appels),,,
2019-01-29,Gagné,primary_residence,old,,93,,,1,
2019-02-07,Perdu,primary_residence,,,88,Ne souhaite pas faire ce dossier,2019-06-17,,
2019-01-21,Perdu,primary_residence,,,155,Projet en recherche / Projet lointain,2019-09-24,,
2019-02-15,Perdu,primary_residence,,,163,A répondu mais ne répond plus (+5 appels),2019-06-25,,
2019-01-29,Perdu,primary_residence,,,179,Perdu contre autre banque,,,
2019-02-20,Perdu,primary_residence,,,101,Perdu contre autre banque,,,
2019-02-07,Perdu,rental_investment,,,58,Perdu contre autre banque,,,
2019-01-29,Perdu,primary_residence,,,90,N'a jamais répondu (+5 appels),,,
2019-01-03,Perdu,primary_residence,,,189,Perdu contre autre banque,,,
2019-01-18,Perdu,primary_residence,,,183,Projet arrêté,,,
2019-02-05,Perdu,primary_residence,,,140,Faux email & numéro,,,
2019-01-07,Gagné,primary_residence,old,,243,,2019-03-14,1,
2019-02-13,Perdu,primary_residence,,,158,A répondu mais ne répond plus (+5 appels),,,
2019-02-04,Gagné,primary_residence,old,,84,,,1,
2019-02-22,Perdu,primary_residence,,,108,N'a jamais répondu (+5 appels),2019-03-06,,
2019-03-14,Perdu,primary_residence,old,,152,A répondu mais ne répond plus (+5 appels),2019-04-23,,
2019-03-02,Perdu,primary_residence,land_construction,,199,A répondu mais ne répond plus (+5 appels),2019-09-02,,
2019-01-17,Perdu,primary_residence,,,98,Projet en recherche / Projet lointain,,,
2019-03-25,Perdu,primary_residence,old,,187,N'a jamais répondu (+5 appels),2019-04-26,,
2019-01-24,Perdu,primary_residence,,,157,N'a jamais répondu (+5 appels),,,
2019-02-19,Perdu,primary_residence,,,68,N'a jamais répondu (+5 appels),,,
2019-02-27,Perdu,primary_residence,new,,228,Projet en recherche / Projet lointain,2019-04-24,,
2019-03-22,Perdu,rental_investment,old,,183,A répondu mais ne répond plus (+5 appels),2019-05-23,,
2019-01-14,Perdu,primary_residence,,,150,N'a jamais répondu (+5 appels),,,
2019-01-19,Perdu,rental_investment,,,125,Dossier non finançable,,,
2019-02-13,Perdu,primary_residence,,,222,Faux email & numéro,,,
2019-02-03,Perdu,primary_residence,old,,147,Faux email & numéro,2019-09-25,,
2019-02-21,Perdu,primary_residence,,,106,N'a jamais répondu (+5 appels),2019-03-06,,
2019-03-06,Perdu,primary_residence,old,,74,Projet en recherche / Projet lointain,2019-03-14,,
2019-01-14,Perdu,primary_residence,,,94,Projet arrêté,,,
2019-03-03,Perdu,rental_investment,old,,198,Perdu contre autre banque,2019-08-22,,
2019-01-21,Perdu,primary_residence,,,117,Faux email & numéro,,,
2019-02-12,Perdu,primary_residence,old,,213,Client extrêmement difficile,,,
2019-02-21,Perdu,primary_residence,,,194,Projet arrêté,,,
2019-01-01,Perdu,rental_investment,,,147,Faux email & numéro,,,
2019-02-10,Perdu,primary_residence,,,112,N'a jamais répondu (+5 appels),2019-03-22,,
2019-03-01,Perdu,secondary_residence,old,,103,Perdu contre autre banque,2019-04-17,,
2019-02-10,Perdu,primary_residence,,,220,A répondu mais ne répond plus (+5 appels),2019-04-10,,
2019-01-14,Perdu,primary_residence,,,89,Projet en recherche / Projet lointain,2019-05-06,,
2019-01-05,Perdu,primary_residence,,,83,Dossier non finançable,,,
2019-01-11,Perdu,primary_residence,,,60,Dossier non finançable,,,
2019-01-03,Perdu,primary_residence,,,116,Ne souhaite pas faire ce dossier,,,
2019-02-14,Perdu,primary_residence,,,104,N'a jamais répondu (+5 appels),2019-03-06,,
2019-02-05,Perdu,primary_residence,,,107,Faux email & numéro,,,
2019-01-11,Perdu,primary_residence,old,,64,Projet arrêté,2019-06-27,,
2019-02-05,Perdu,primary_residence,,,142,Projet en recherche / Projet lointain,,,
2019-02-20,Gagné,primary_residence,VEFA,,117,,,1,
2019-03-03,Perdu,primary_residence,VEFA,,183,Projet en recherche / Projet lointain,,,
2019-02-06,Perdu,primary_residence,,,101,Perdu contre autre courtier,2019-03-18,,
2019-02-15,Perdu,primary_residence,,,217,Ne souhaite pas faire ce dossier,,,
2019-01-15,Perdu,primary_residence,,,134,Dossier non finançable,,,
2019-01-03,Perdu,primary_residence,,,235,Projet en recherche / Projet lointain,,,
2019-03-04,Perdu,primary_residence,land_construction,,107,Ne souhaite pas faire ce dossier,2019-04-10,,
2019-01-20,Perdu,primary_residence,,,91,A répondu mais ne répond plus (+5 appels),2019-09-05,,
2019-01-28,Perdu,rental_investment,old,,107,Test,,,
2019-01-26,Perdu,primary_residence,,,208,Projet arrêté,,,
2019-02-01,Perdu,primary_residence,,,89,Test,,,
2019-02-11,Perdu,primary_residence,,,135,Test,,,
2019-01-23,Perdu,primary_residence,,,214,Dossier non finançable,,,
2019-03-12,Perdu,primary_residence,new,,200,Projet arrêté,2019-03-18,,
2019-02-22,Perdu,primary_residence,old,,91,Projet en recherche / Projet lointain,2019-05-06,,
2019-03-05,Perdu,primary_residence,old,,241,A répondu mais ne répond plus (+5 appels),2019-05-20,,
2019-02-15,Perdu,primary_residence,,,152,Perdu contre autre courtier,2019-03-28,,
2019-01-04,Gagné,primary_residence,VEFA,,181,,,1,
2019-03-04,Perdu,primary_residence,old,,248,Perdu contre autre banque,2019-05-23,,
2019-03-28,Perdu,primary_residence,old,,79,Perdu contre autre banque,2019-06-04,,
2019-03-27,Perdu,primary_residence,old,,149,A répondu mais ne répond plus (+5 appels),2019-06-04,,
2019-03-26,Perdu,primary_residence,old,,167,N'a jamais répondu (+5 appels),2019-04-04,,
2019-01-10,Perdu,primary_residence,,,246,A répondu mais ne répond plus (+5 appels),2019-05-06,,
2019-03-04,Perdu,primary_residence,old,,79,Projet en recherche / Projet lointain,2019-05-23,,
2019-02-18,Perdu,rental_investment,,,122,Dossier non finançable,,,
2019-02-08,Perdu,primary_residence,,,161,Projet arrêté,2019-03-22,,
2019-02-02,Perdu,primary_residence,,,207,Faux email & numéro,,,
2019-01-20,Perdu,primary_residence,,,118,Faux email & numéro,,,
2019-01-02,Perdu,rental_investment,,,136,Dossier non finançable,,,
2019-02-08,Gagné,primary_residence,VEFA,,145,,,1,
2019-02-20,Perdu,primary_residence,,,85,Perdu contre autre banque,,,
2019-01-21,Perdu,primary_residence,,,109,Projet arrêté,2019-08-26,,
2019-03-14,Perdu,primary_residence,old,,194,Perdu contre autre banque,2019-09-02,,
2019-03-02,Perdu,primary_residence,new,,154,Perdu contre autre courtier,2019-03-26,,
2019-01-04,Perdu,primary_residence,,,112,Test,,,
2019-01-23,Perdu,primary_residence,,,142,Faux email & numéro,,,
2019-01-08,Perdu,primary_residence,,,229,A répondu mais ne répond plus (+5 appels),2019-05-28,,
2019-02-17,Perdu,rental_investment,,,248,Dossier non finançable,,,
2019-02-26,Perdu,primary_residence,old,,60,Dossier non finançable,,,
2019-03-20,Perdu,primary_residence,old,,113,Dossier non finançable,2019-03-21,,
2019-01-23,Perdu,primary_residence,,,69,A répondu mais ne répond plus (+5 appels),,,
2019-01-28,Perdu,primary_residence,,,237,Dossier non finançable,,,
2019-02-22,Perdu,primary_residence,,,114,Ne souhaite pas faire ce dossier,,,
2019-01-01,Perdu,rental_investment,,,72,Perdu contre autre banque,,,
2019-01-20,Perdu,primary_residence,,,123,N'a jamais répondu (+5 appels),,,
2019-01-26,Perdu,primary_residence,old,,70,Perdu contre autre courtier,2019-04-25,,
2019-02-08,Perdu,primary_residence,,,108,Dossier non finançable,,,
2019-03-04,Perdu,primary_residence,old,,113,A répondu mais ne répond plus (+5 appels),2019-03-18,,
2019-01-10,Perdu,rental_investment,old,,180,Dossier non finançable,2019-05-27,,
2019-02-14,Perdu,primary_residence,,,61,Perdu contre autre banque,,,
2019-01-29,Perdu,primary_residence,,,118,A répondu mais ne répond plus (+5 appels),2019-07-05,,
2019-02-23,Perdu,primary_residence,,,146,N'a jamais répondu (+5 appels),2019-03-14,,
2019-02-28,Perdu,primary_residence,old,,84,N'a jamais répondu (+5 appels),2019-07-01,,
